StateCode,Sex,BirthYear,CharacterName,NumOccurences
AK,F,1949,Terry,5
AK,F,1951,Terry,5
AK,F,1952,Terry,7
AK,F,1953,Terry,11
AK,F,1953,Tracy,5
AK,F,1954,Terry,13
AK,F,1955,Terry,15
AK,F,1955,Shannon,5
AK,F,1956,Terry,7
AK,F,1956,Shannon,5
AK,F,1957,Terry,8
AK,F,1958,Terry,10
AK,F,1958,Shannon,6
AK,F,1959,Terry,13
AK,F,1959,Tracy,7
AK,F,1959,Shannon,6
AK,F,1960,Terry,14
AK,F,1960,Tracy,10
AK,F,1961,Tracy,12
AK,F,1961,Terry,8
AK,F,1961,Shannon,6
AK,F,1962,Shannon,10
AK,F,1962,Tracy,9
AK,F,1962,Terry,5
AK,F,1963,Tracy,16
AK,F,1963,Shannon,10
AK,F,1963,Terry,6
AK,F,1964,Tracy,14
AK,F,1964,Shannon,11
AK,F,1965,Tracy,13
AK,F,1965,Shannon,10
AK,F,1965,Allison,6
AK,F,1966,Tracy,16
AK,F,1966,Shannon,7
AK,F,1967,Tracy,21
AK,F,1967,Shannon,16
AK,F,1968,Tracy,32
AK,F,1968,Shannon,21
AK,F,1969,Shannon,26
AK,F,1969,Tracy,22
AK,F,1970,Shannon,47
AK,F,1970,Tracy,21
AK,F,1971,Tracy,31
AK,F,1971,Shannon,27
AK,F,1971,Allison,6
AK,F,1972,Shannon,30
AK,F,1972,Tracy,20
AK,F,1972,Allison,9
AK,F,1973,Shannon,26
AK,F,1973,Tracy,13
AK,F,1973,Allison,6
AK,F,1974,Tracy,22
AK,F,1974,Shannon,21
AK,F,1975,Shannon,21
AK,F,1975,Tracy,19
AK,F,1975,Allison,5
AK,F,1976,Shannon,40
AK,F,1976,Allison,10
AK,F,1976,Tracy,9
AK,F,1976,Ashley,8
AK,F,1977,Shannon,41
AK,F,1977,Tracy,16
AK,F,1977,Allison,7
AK,F,1978,Shannon,34
AK,F,1978,Allison,9
AK,F,1978,Ashley,8
AK,F,1978,Tracy,7
AK,F,1978,Alexis,5
AK,F,1979,Shannon,28
AK,F,1979,Tracy,11
AK,F,1979,Ashley,7
AK,F,1979,Morgan,6
AK,F,1979,Allison,5
AK,F,1980,Shannon,29
AK,F,1980,Tracy,12
AK,F,1980,Allison,8
AK,F,1980,Ashley,8
AK,F,1980,Alexis,5
AK,F,1980,Morgan,5
AK,F,1981,Shannon,31
AK,F,1981,Ashley,12
AK,F,1981,Lauren,9
AK,F,1981,Allison,7
AK,F,1981,Tracy,7
AK,F,1981,Alexis,6
AK,F,1982,Ashley,29
AK,F,1982,Shannon,18
AK,F,1982,Lauren,16
AK,F,1982,Morgan,16
AK,F,1982,Allison,15
AK,F,1982,Tracy,12
AK,F,1982,Alexis,10
AK,F,1983,Ashley,63
AK,F,1983,Shannon,29
AK,F,1983,Lauren,23
AK,F,1983,Allison,14
AK,F,1983,Tracy,12
AK,F,1983,Alexis,7
AK,F,1983,Morgan,7
AK,F,1984,Ashley,82
AK,F,1984,Lauren,32
AK,F,1984,Shannon,30
AK,F,1984,Morgan,14
AK,F,1984,Alexis,11
AK,F,1984,Allison,7
AK,F,1984,Tracy,7
AK,F,1985,Ashley,100
AK,F,1985,Lauren,24
AK,F,1985,Allison,20
AK,F,1985,Alexis,15
AK,F,1985,Shannon,15
AK,F,1985,Morgan,10
AK,F,1985,Tracy,7
AK,F,1986,Ashley,101
AK,F,1986,Allison,22
AK,F,1986,Lauren,20
AK,F,1986,Shannon,19
AK,F,1986,Alexis,15
AK,F,1986,Morgan,13
AK,F,1986,Tracy,8
AK,F,1987,Ashley,120
AK,F,1987,Shannon,29
AK,F,1987,Lauren,27
AK,F,1987,Allison,11
AK,F,1987,Tracy,9
AK,F,1987,Morgan,7
AK,F,1987,Alexis,6
AK,F,1988,Ashley,98
AK,F,1988,Lauren,30
AK,F,1988,Shannon,28
AK,F,1988,Allison,19
AK,F,1988,Morgan,13
AK,F,1988,Alexis,7
AK,F,1988,Madison,6
AK,F,1988,Taylor,6
AK,F,1989,Ashley,106
AK,F,1989,Lauren,28
AK,F,1989,Allison,22
AK,F,1989,Shannon,20
AK,F,1989,Morgan,14
AK,F,1989,Taylor,14
AK,F,1989,Madison,9
AK,F,1989,Tracy,9
AK,F,1989,Alexis,8
AK,F,1990,Ashley,97
AK,F,1990,Lauren,35
AK,F,1990,Shannon,21
AK,F,1990,Allison,16
AK,F,1990,Morgan,13
AK,F,1990,Alexis,11
AK,F,1990,Taylor,10
AK,F,1990,Tracy,7
AK,F,1991,Ashley,102
AK,F,1991,Lauren,30
AK,F,1991,Taylor,27
AK,F,1991,Shannon,19
AK,F,1991,Madison,15
AK,F,1991,Allison,14
AK,F,1991,Alexis,12
AK,F,1991,Morgan,10
AK,F,1992,Ashley,80
AK,F,1992,Taylor,33
AK,F,1992,Lauren,24
AK,F,1992,Shannon,19
AK,F,1992,Morgan,18
AK,F,1992,Madison,12
AK,F,1992,Allison,11
AK,F,1992,Alexis,10
AK,F,1992,Tracy,5
AK,F,1993,Ashley,78
AK,F,1993,Taylor,56
AK,F,1993,Lauren,24
AK,F,1993,Shannon,21
AK,F,1993,Allison,19
AK,F,1993,Morgan,18
AK,F,1993,Alexis,14
AK,F,1993,Madison,14
AK,F,1994,Ashley,71
AK,F,1994,Taylor,55
AK,F,1994,Lauren,25
AK,F,1994,Morgan,23
AK,F,1994,Madison,20
AK,F,1994,Shannon,20
AK,F,1994,Alexis,16
AK,F,1994,Allison,15
AK,F,1995,Ashley,56
AK,F,1995,Taylor,35
AK,F,1995,Madison,23
AK,F,1995,Morgan,20
AK,F,1995,Lauren,17
AK,F,1995,Allison,16
AK,F,1995,Shannon,16
AK,F,1995,Alexis,13
AK,F,1996,Ashley,57
AK,F,1996,Madison,45
AK,F,1996,Taylor,40
AK,F,1996,Alexis,32
AK,F,1996,Allison,19
AK,F,1996,Lauren,16
AK,F,1996,Morgan,15
AK,F,1997,Taylor,46
AK,F,1997,Ashley,45
AK,F,1997,Madison,40
AK,F,1997,Morgan,26
AK,F,1997,Alexis,25
AK,F,1997,Allison,19
AK,F,1997,Lauren,19
AK,F,1997,Shannon,10
AK,F,1998,Ashley,43
AK,F,1998,Madison,40
AK,F,1998,Taylor,35
AK,F,1998,Alexis,33
AK,F,1998,Lauren,23
AK,F,1998,Morgan,20
AK,F,1998,Allison,10
AK,F,1998,Shannon,6
AK,F,1999,Ashley,40
AK,F,1999,Taylor,33
AK,F,1999,Alexis,32
AK,F,1999,Madison,32
AK,F,1999,Lauren,26
AK,F,1999,Morgan,15
AK,F,1999,Allison,13
AK,F,1999,Shannon,13
AK,F,2000,Madison,50
AK,F,2000,Ashley,36
AK,F,2000,Taylor,25
AK,F,2000,Alexis,23
AK,F,2000,Lauren,22
AK,F,2000,Morgan,15
AK,F,2000,Allison,14
AK,F,2000,Shannon,10
AK,F,2001,Madison,54
AK,F,2001,Ashley,40
AK,F,2001,Alexis,27
AK,F,2001,Taylor,27
AK,F,2001,Morgan,24
AK,F,2001,Allison,9
AK,F,2001,Lauren,9
AK,F,2002,Madison,57
AK,F,2002,Ashley,35
AK,F,2002,Alexis,34
AK,F,2002,Taylor,21
AK,F,2002,Lauren,20
AK,F,2002,Allison,14
AK,F,2002,Morgan,13
AK,F,2002,Shannon,9
AK,F,2003,Madison,44
AK,F,2003,Alexis,31
AK,F,2003,Ashley,25
AK,F,2003,Taylor,21
AK,F,2003,Lauren,16
AK,F,2003,Allison,14
AK,F,2003,Morgan,14
AK,F,2004,Madison,48
AK,F,2004,Alexis,27
AK,F,2004,Taylor,21
AK,F,2004,Ashley,16
AK,F,2004,Allison,13
AK,F,2004,Lauren,13
AK,F,2004,Morgan,10
AK,F,2004,Shannon,7
AK,F,2005,Madison,53
AK,F,2005,Alexis,27
AK,F,2005,Taylor,21
AK,F,2005,Lauren,19
AK,F,2005,Ashley,17
AK,F,2005,Morgan,16
AK,F,2005,Allison,10
AK,F,2005,Shannon,5
AK,F,2006,Madison,42
AK,F,2006,Alexis,20
AK,F,2006,Allison,18
AK,F,2006,Lauren,17
AK,F,2006,Taylor,17
AK,F,2006,Ashley,13
AK,F,2006,Morgan,7
AK,F,2006,Shannon,6
AK,F,2007,Madison,43
AK,F,2007,Alexis,22
AK,F,2007,Ashley,21
AK,F,2007,Taylor,20
AK,F,2007,Allison,13
AK,F,2007,Lauren,12
AK,F,2007,Morgan,10
AK,F,2008,Madison,34
AK,F,2008,Taylor,27
AK,F,2008,Alexis,22
AK,F,2008,Allison,15
AK,F,2008,Ashley,11
AK,F,2008,Lauren,10
AK,F,2008,Morgan,10
AK,F,2009,Madison,37
AK,F,2009,Alexis,24
AK,F,2009,Taylor,19
AK,F,2009,Allison,13
AK,F,2009,Lauren,13
AK,F,2009,Morgan,8
AK,F,2009,Ashley,7
AK,F,2010,Madison,29
AK,F,2010,Alexis,16
AK,F,2010,Taylor,14
AK,F,2010,Allison,12
AK,F,2010,Ashley,11
AK,F,2010,Lauren,8
AK,F,2010,Morgan,6
AK,F,2011,Madison,46
AK,F,2011,Alexis,12
AK,F,2011,Morgan,12
AK,F,2011,Taylor,12
AK,F,2011,Allison,8
AK,F,2011,Lauren,8
AK,F,2011,Ashley,6
AK,F,2012,Madison,26
AK,F,2012,Taylor,13
AK,F,2012,Alexis,11
AK,F,2012,Allison,11
AK,F,2012,Morgan,9
AK,F,2012,Ashley,8
AK,F,2012,Lauren,7
AK,F,2013,Madison,20
AK,F,2013,Alexis,17
AK,F,2013,Allison,16
AK,F,2013,Taylor,12
AK,F,2013,Ashley,6
AK,F,2013,Lauren,6
AK,F,2013,Morgan,5
AK,F,2014,Madison,18
AK,F,2014,Allison,12
AK,F,2014,Alexis,11
AK,F,2014,Taylor,11
AK,F,2014,Ashley,8
AK,F,2014,Lauren,6
AK,F,2015,Madison,26
AK,F,2015,Allison,16
AK,F,2015,Taylor,15
AK,F,2015,Alexis,14
AK,F,2015,Lauren,7
AK,F,2015,Ashley,5
AK,F,2016,Madison,18
AK,F,2016,Allison,14
AK,F,2016,Lauren,6
AK,F,2016,Taylor,5
AK,F,2017,Madison,18
AK,F,2017,Alexis,7
AK,F,2017,Taylor,6
AK,F,2018,Madison,11
AK,F,2018,Allison,10
AK,F,2018,Alexis,8
AK,F,2019,Madison,18
AK,F,2019,Taylor,6
AK,F,2019,Alexis,5
AK,F,2020,Madison,15
AK,F,2020,Lauren,6
AK,F,2020,Allison,5
AK,F,2020,Morgan,5
AK,M,1945,Terry,5
AK,M,1946,Terry,5
AK,M,1948,Terry,8
AK,M,1949,Terry,8
AK,M,1950,Terry,12
AK,M,1951,Terry,7
AK,M,1952,Terry,16
AK,M,1953,Terry,17
AK,M,1954,Terry,23
AK,M,1955,Terry,22
AK,M,1956,Terry,20
AK,M,1957,Terry,24
AK,M,1958,Terry,27
AK,M,1959,Terry,13
AK,M,1960,Terry,19
AK,M,1960,Tracy,7
AK,M,1961,Terry,15
AK,M,1962,Terry,15
AK,M,1962,Tracy,6
AK,M,1963,Terry,13
AK,M,1963,Tracy,7
AK,M,1964,Terry,18
AK,M,1964,Shannon,5
AK,M,1964,Tracy,5
AK,M,1965,Terry,16
AK,M,1965,Tracy,9
AK,M,1966,Terry,15
AK,M,1966,Tracy,7
AK,M,1967,Terry,14
AK,M,1967,Tracy,7
AK,M,1968,Terry,6
AK,M,1969,Shannon,7
AK,M,1969,Terry,5
AK,M,1970,Terry,8
AK,M,1970,Shannon,7
AK,M,1971,Tracy,7
AK,M,1971,Terry,6
AK,M,1972,Terry,7
AK,M,1972,Shannon,6
AK,M,1973,Terry,5
AK,M,1974,Terry,7
AK,M,1974,Shannon,5
AK,M,1975,Terry,8
AK,M,1975,Shannon,6
AK,M,1976,Terry,8
AK,M,1978,Terry,7
AK,M,1979,Terry,7
AK,M,1979,Shannon,6
AK,M,1980,Morgan,5
AK,M,1980,Terry,5
AK,M,1981,Morgan,9
AK,M,1981,Terry,6
AK,M,1982,Terry,10
AK,M,1982,Taylor,9
AK,M,1982,Morgan,8
AK,M,1983,Morgan,6
AK,M,1983,Terry,6
AK,M,1984,Taylor,7
AK,M,1984,Morgan,5
AK,M,1985,Morgan,7
AK,M,1985,Taylor,5
AK,M,1986,Taylor,13
AK,M,1986,Morgan,7
AK,M,1987,Taylor,10
AK,M,1987,Morgan,7
AK,M,1988,Taylor,9
AK,M,1988,Morgan,5
AK,M,1988,Terry,5
AK,M,1989,Taylor,15
AK,M,1989,Terry,7
AK,M,1990,Taylor,23
AK,M,1990,Terry,7
AK,M,1990,Morgan,6
AK,M,1991,Taylor,35
AK,M,1992,Taylor,34
AK,M,1992,Morgan,8
AK,M,1993,Taylor,31
AK,M,1994,Taylor,25
AK,M,1994,Morgan,6
AK,M,1995,Taylor,19
AK,M,1995,Morgan,12
AK,M,1996,Taylor,16
AK,M,1997,Taylor,14
AK,M,1997,Morgan,5
AK,M,1998,Taylor,7
AK,M,1998,Morgan,5
AK,M,1999,Taylor,8
AK,M,1999,Morgan,6
AK,M,2000,Taylor,20
AK,M,2001,Taylor,10
AK,M,2001,Morgan,6
AK,M,2002,Taylor,7
AK,M,2003,Taylor,10
AK,M,2003,Morgan,6
AK,M,2004,Taylor,6
AK,M,2005,Taylor,8
AK,M,2006,Taylor,12
AK,M,2006,Morgan,5
AK,M,2007,Taylor,5
AK,M,2008,Taylor,7
AK,M,2009,Morgan,6
AK,M,2010,Taylor,5
AK,M,2013,Taylor,5
AK,M,2016,Taylor,7
AL,F,1936,Terry,7
AL,F,1937,Terry,6
AL,F,1938,Terry,8
AL,F,1939,Terry,10
AL,F,1940,Shannon,5
AL,F,1940,Terry,5
AL,F,1941,Terry,10
AL,F,1942,Terry,11
AL,F,1943,Terry,17
AL,F,1944,Terry,6
AL,F,1944,Shannon,5
AL,F,1945,Terry,10
AL,F,1946,Terry,29
AL,F,1947,Terry,20
AL,F,1947,Alexis,7
AL,F,1948,Terry,22
AL,F,1948,Alexis,5
AL,F,1948,Lauren,5
AL,F,1948,Shannon,5
AL,F,1949,Terry,18
AL,F,1949,Allison,7
AL,F,1949,Shannon,7
AL,F,1950,Terry,25
AL,F,1950,Alexis,6
AL,F,1950,Shannon,5
AL,F,1951,Terry,32
AL,F,1951,Shannon,8
AL,F,1951,Allison,5
AL,F,1952,Terry,28
AL,F,1952,Shannon,10
AL,F,1952,Lauren,6
AL,F,1953,Terry,52
AL,F,1953,Shannon,8
AL,F,1953,Tracy,7
AL,F,1954,Terry,65
AL,F,1954,Shannon,13
AL,F,1955,Terry,72
AL,F,1955,Shannon,10
AL,F,1955,Lauren,8
AL,F,1955,Tracy,6
AL,F,1956,Terry,74
AL,F,1956,Shannon,14
AL,F,1956,Allison,10
AL,F,1956,Tracy,10
AL,F,1956,Lauren,5
AL,F,1957,Terry,71
AL,F,1957,Tracy,17
AL,F,1957,Shannon,12
AL,F,1957,Lauren,5
AL,F,1958,Terry,67
AL,F,1958,Shannon,17
AL,F,1958,Allison,16
AL,F,1958,Tracy,10
AL,F,1959,Terry,73
AL,F,1959,Tracy,32
AL,F,1959,Allison,21
AL,F,1959,Shannon,15
AL,F,1959,Lauren,9
AL,F,1960,Tracy,84
AL,F,1960,Terry,59
AL,F,1960,Lauren,14
AL,F,1960,Allison,13
AL,F,1960,Shannon,11
AL,F,1961,Tracy,66
AL,F,1961,Terry,58
AL,F,1961,Allison,22
AL,F,1961,Shannon,14
AL,F,1961,Ashley,13
AL,F,1961,Lauren,9
AL,F,1962,Tracy,135
AL,F,1962,Terry,50
AL,F,1962,Allison,29
AL,F,1962,Shannon,28
AL,F,1962,Ashley,8
AL,F,1962,Lauren,7
AL,F,1963,Tracy,147
AL,F,1963,Terry,49
AL,F,1963,Shannon,36
AL,F,1963,Allison,26
AL,F,1963,Lauren,8
AL,F,1963,Ashley,7
AL,F,1964,Tracy,184
AL,F,1964,Allison,66
AL,F,1964,Terry,43
AL,F,1964,Shannon,36
AL,F,1964,Ashley,15
AL,F,1964,Lauren,11
AL,F,1965,Tracy,226
AL,F,1965,Allison,87
AL,F,1965,Shannon,59
AL,F,1965,Terry,29
AL,F,1965,Ashley,14
AL,F,1965,Lauren,8
AL,F,1966,Tracy,245
AL,F,1966,Shannon,64
AL,F,1966,Allison,52
AL,F,1966,Ashley,29
AL,F,1966,Terry,23
AL,F,1966,Lauren,5
AL,F,1967,Tracy,256
AL,F,1967,Shannon,61
AL,F,1967,Ashley,44
AL,F,1967,Terry,35
AL,F,1967,Allison,33
AL,F,1967,Lauren,8
AL,F,1968,Tracy,302
AL,F,1968,Shannon,150
AL,F,1968,Allison,40
AL,F,1968,Ashley,34
AL,F,1968,Terry,21
AL,F,1968,Lauren,9
AL,F,1969,Tracy,358
AL,F,1969,Shannon,218
AL,F,1969,Ashley,45
AL,F,1969,Allison,35
AL,F,1969,Terry,18
AL,F,1969,Lauren,11
AL,F,1970,Tracy,425
AL,F,1970,Shannon,266
AL,F,1970,Ashley,77
AL,F,1970,Allison,65
AL,F,1970,Terry,22
AL,F,1970,Lauren,12
AL,F,1970,Alexis,11
AL,F,1971,Tracy,340
AL,F,1971,Shannon,240
AL,F,1971,Ashley,100
AL,F,1971,Allison,59
AL,F,1971,Terry,16
AL,F,1971,Lauren,11
AL,F,1971,Alexis,6
AL,F,1972,Tracy,304
AL,F,1972,Shannon,243
AL,F,1972,Ashley,87
AL,F,1972,Allison,61
AL,F,1972,Terry,15
AL,F,1972,Lauren,11
AL,F,1973,Tracy,254
AL,F,1973,Shannon,179
AL,F,1973,Ashley,90
AL,F,1973,Allison,51
AL,F,1973,Terry,13
AL,F,1973,Lauren,9
AL,F,1974,Tracy,212
AL,F,1974,Shannon,179
AL,F,1974,Ashley,120
AL,F,1974,Allison,60
AL,F,1974,Lauren,16
AL,F,1974,Terry,15
AL,F,1975,Tracy,180
AL,F,1975,Shannon,151
AL,F,1975,Ashley,131
AL,F,1975,Allison,66
AL,F,1975,Lauren,13
AL,F,1975,Terry,5
AL,F,1976,Shannon,244
AL,F,1976,Ashley,171
AL,F,1976,Tracy,153
AL,F,1976,Allison,80
AL,F,1976,Lauren,23
AL,F,1976,Terry,6
AL,F,1977,Shannon,227
AL,F,1977,Ashley,179
AL,F,1977,Tracy,114
AL,F,1977,Allison,73
AL,F,1977,Lauren,36
AL,F,1977,Terry,5
AL,F,1978,Ashley,199
AL,F,1978,Shannon,170
AL,F,1978,Tracy,101
AL,F,1978,Allison,78
AL,F,1978,Lauren,40
AL,F,1978,Alexis,8
AL,F,1978,Terry,7
AL,F,1979,Ashley,216
AL,F,1979,Shannon,145
AL,F,1979,Tracy,114
AL,F,1979,Allison,85
AL,F,1979,Lauren,76
AL,F,1979,Alexis,6
AL,F,1980,Ashley,304
AL,F,1980,Shannon,145
AL,F,1980,Allison,100
AL,F,1980,Tracy,97
AL,F,1980,Lauren,77
AL,F,1980,Alexis,12
AL,F,1980,Morgan,12
AL,F,1980,Taylor,5
AL,F,1981,Ashley,325
AL,F,1981,Shannon,141
AL,F,1981,Lauren,109
AL,F,1981,Allison,101
AL,F,1981,Tracy,55
AL,F,1981,Morgan,26
AL,F,1981,Alexis,13
AL,F,1981,Taylor,6
AL,F,1981,Terry,6
AL,F,1982,Ashley,436
AL,F,1982,Lauren,179
AL,F,1982,Allison,100
AL,F,1982,Shannon,82
AL,F,1982,Tracy,63
AL,F,1982,Alexis,37
AL,F,1982,Morgan,27
AL,F,1982,Taylor,10
AL,F,1982,Terry,7
AL,F,1983,Ashley,750
AL,F,1983,Lauren,169
AL,F,1983,Shannon,90
AL,F,1983,Allison,88
AL,F,1983,Tracy,63
AL,F,1983,Alexis,50
AL,F,1983,Morgan,26
AL,F,1983,Taylor,8
AL,F,1983,Terry,5
AL,F,1984,Ashley,816
AL,F,1984,Lauren,212
AL,F,1984,Shannon,126
AL,F,1984,Allison,81
AL,F,1984,Alexis,59
AL,F,1984,Tracy,45
AL,F,1984,Morgan,29
AL,F,1984,Taylor,15
AL,F,1985,Ashley,979
AL,F,1985,Lauren,260
AL,F,1985,Allison,113
AL,F,1985,Shannon,108
AL,F,1985,Morgan,45
AL,F,1985,Alexis,39
AL,F,1985,Tracy,38
AL,F,1985,Taylor,15
AL,F,1985,Madison,5
AL,F,1986,Ashley,929
AL,F,1986,Lauren,264
AL,F,1986,Allison,101
AL,F,1986,Shannon,96
AL,F,1986,Morgan,63
AL,F,1986,Tracy,41
AL,F,1986,Alexis,39
AL,F,1986,Taylor,14
AL,F,1986,Madison,13
AL,F,1987,Ashley,1011
AL,F,1987,Lauren,271
AL,F,1987,Allison,121
AL,F,1987,Shannon,104
AL,F,1987,Morgan,86
AL,F,1987,Alexis,44
AL,F,1987,Tracy,27
AL,F,1987,Taylor,18
AL,F,1987,Madison,10
AL,F,1988,Ashley,901
AL,F,1988,Lauren,297
AL,F,1988,Allison,98
AL,F,1988,Morgan,91
AL,F,1988,Shannon,84
AL,F,1988,Alexis,41
AL,F,1988,Taylor,31
AL,F,1988,Madison,19
AL,F,1988,Tracy,16
AL,F,1989,Ashley,895
AL,F,1989,Lauren,315
AL,F,1989,Morgan,108
AL,F,1989,Allison,106
AL,F,1989,Taylor,59
AL,F,1989,Shannon,53
AL,F,1989,Alexis,42
AL,F,1989,Madison,23
AL,F,1989,Tracy,16
AL,F,1990,Ashley,823
AL,F,1990,Lauren,313
AL,F,1990,Morgan,145
AL,F,1990,Taylor,100
AL,F,1990,Allison,99
AL,F,1990,Shannon,53
AL,F,1990,Alexis,51
AL,F,1990,Madison,34
AL,F,1990,Tracy,19
AL,F,1991,Ashley,776
AL,F,1991,Lauren,326
AL,F,1991,Morgan,161
AL,F,1991,Taylor,148
AL,F,1991,Allison,111
AL,F,1991,Alexis,56
AL,F,1991,Madison,49
AL,F,1991,Shannon,48
AL,F,1991,Tracy,15
AL,F,1992,Ashley,645
AL,F,1992,Lauren,268
AL,F,1992,Taylor,204
AL,F,1992,Morgan,180
AL,F,1992,Alexis,105
AL,F,1992,Allison,82
AL,F,1992,Madison,62
AL,F,1992,Shannon,59
AL,F,1992,Tracy,13
AL,F,1993,Ashley,650
AL,F,1993,Taylor,368
AL,F,1993,Lauren,256
AL,F,1993,Morgan,221
AL,F,1993,Alexis,146
AL,F,1993,Allison,107
AL,F,1993,Madison,76
AL,F,1993,Shannon,62
AL,F,1993,Tracy,10
AL,F,1994,Ashley,508
AL,F,1994,Taylor,306
AL,F,1994,Lauren,299
AL,F,1994,Morgan,251
AL,F,1994,Alexis,218
AL,F,1994,Madison,143
AL,F,1994,Allison,118
AL,F,1994,Shannon,49
AL,F,1994,Tracy,6
AL,F,1995,Ashley,429
AL,F,1995,Taylor,318
AL,F,1995,Morgan,250
AL,F,1995,Alexis,231
AL,F,1995,Lauren,205
AL,F,1995,Madison,170
AL,F,1995,Allison,137
AL,F,1995,Shannon,59
AL,F,1995,Tracy,5
AL,F,1996,Ashley,356
AL,F,1996,Taylor,305
AL,F,1996,Alexis,289
AL,F,1996,Madison,247
AL,F,1996,Morgan,235
AL,F,1996,Lauren,218
AL,F,1996,Allison,103
AL,F,1996,Shannon,38
AL,F,1997,Ashley,354
AL,F,1997,Taylor,330
AL,F,1997,Madison,327
AL,F,1997,Alexis,321
AL,F,1997,Lauren,253
AL,F,1997,Morgan,211
AL,F,1997,Allison,121
AL,F,1997,Shannon,37
AL,F,1997,Tracy,5
AL,F,1998,Alexis,389
AL,F,1998,Madison,343
AL,F,1998,Taylor,340
AL,F,1998,Ashley,304
AL,F,1998,Lauren,261
AL,F,1998,Morgan,209
AL,F,1998,Allison,148
AL,F,1998,Shannon,34
AL,F,1998,Tracy,5
AL,F,1999,Madison,367
AL,F,1999,Alexis,358
AL,F,1999,Taylor,313
AL,F,1999,Ashley,231
AL,F,1999,Lauren,219
AL,F,1999,Morgan,179
AL,F,1999,Allison,124
AL,F,1999,Shannon,26
AL,F,2000,Madison,382
AL,F,2000,Alexis,284
AL,F,2000,Taylor,280
AL,F,2000,Lauren,231
AL,F,2000,Ashley,230
AL,F,2000,Morgan,181
AL,F,2000,Allison,91
AL,F,2000,Shannon,15
AL,F,2001,Madison,418
AL,F,2001,Alexis,287
AL,F,2001,Taylor,242
AL,F,2001,Lauren,226
AL,F,2001,Ashley,224
AL,F,2001,Morgan,180
AL,F,2001,Allison,82
AL,F,2001,Shannon,17
AL,F,2002,Madison,439
AL,F,2002,Alexis,274
AL,F,2002,Lauren,219
AL,F,2002,Taylor,186
AL,F,2002,Morgan,153
AL,F,2002,Ashley,151
AL,F,2002,Allison,83
AL,F,2002,Shannon,13
AL,F,2002,Tracy,5
AL,F,2003,Madison,408
AL,F,2003,Alexis,231
AL,F,2003,Taylor,190
AL,F,2003,Morgan,177
AL,F,2003,Lauren,150
AL,F,2003,Ashley,132
AL,F,2003,Allison,88
AL,F,2003,Shannon,13
AL,F,2004,Madison,382
AL,F,2004,Alexis,229
AL,F,2004,Taylor,178
AL,F,2004,Lauren,164
AL,F,2004,Morgan,137
AL,F,2004,Ashley,104
AL,F,2004,Allison,68
AL,F,2004,Shannon,11
AL,F,2005,Madison,403
AL,F,2005,Alexis,189
AL,F,2005,Taylor,163
AL,F,2005,Lauren,149
AL,F,2005,Morgan,132
AL,F,2005,Ashley,103
AL,F,2005,Allison,86
AL,F,2005,Shannon,11
AL,F,2005,Tracy,6
AL,F,2006,Madison,385
AL,F,2006,Alexis,176
AL,F,2006,Taylor,159
AL,F,2006,Lauren,151
AL,F,2006,Morgan,142
AL,F,2006,Ashley,117
AL,F,2006,Allison,68
AL,F,2006,Shannon,5
AL,F,2007,Madison,362
AL,F,2007,Alexis,165
AL,F,2007,Taylor,158
AL,F,2007,Lauren,119
AL,F,2007,Morgan,115
AL,F,2007,Ashley,87
AL,F,2007,Allison,78
AL,F,2007,Shannon,7
AL,F,2008,Madison,340
AL,F,2008,Alexis,167
AL,F,2008,Taylor,144
AL,F,2008,Morgan,123
AL,F,2008,Lauren,101
AL,F,2008,Allison,83
AL,F,2008,Ashley,75
AL,F,2008,Shannon,5
AL,F,2009,Madison,312
AL,F,2009,Alexis,159
AL,F,2009,Taylor,139
AL,F,2009,Morgan,92
AL,F,2009,Lauren,90
AL,F,2009,Allison,82
AL,F,2009,Ashley,70
AL,F,2009,Shannon,5
AL,F,2010,Madison,251
AL,F,2010,Alexis,145
AL,F,2010,Taylor,94
AL,F,2010,Morgan,79
AL,F,2010,Lauren,75
AL,F,2010,Allison,71
AL,F,2010,Ashley,48
AL,F,2011,Madison,256
AL,F,2011,Alexis,109
AL,F,2011,Taylor,95
AL,F,2011,Morgan,74
AL,F,2011,Allison,66
AL,F,2011,Lauren,64
AL,F,2011,Ashley,47
AL,F,2011,Shannon,5
AL,F,2012,Madison,191
AL,F,2012,Taylor,91
AL,F,2012,Alexis,73
AL,F,2012,Allison,67
AL,F,2012,Morgan,64
AL,F,2012,Lauren,61
AL,F,2012,Ashley,44
AL,F,2013,Madison,190
AL,F,2013,Taylor,99
AL,F,2013,Lauren,75
AL,F,2013,Alexis,71
AL,F,2013,Morgan,68
AL,F,2013,Allison,66
AL,F,2013,Ashley,31
AL,F,2014,Madison,186
AL,F,2014,Taylor,89
AL,F,2014,Morgan,80
AL,F,2014,Lauren,70
AL,F,2014,Allison,64
AL,F,2014,Alexis,61
AL,F,2014,Ashley,37
AL,F,2015,Madison,172
AL,F,2015,Taylor,81
AL,F,2015,Lauren,80
AL,F,2015,Allison,66
AL,F,2015,Morgan,61
AL,F,2015,Alexis,47
AL,F,2015,Ashley,14
AL,F,2016,Madison,167
AL,F,2016,Taylor,72
AL,F,2016,Allison,65
AL,F,2016,Morgan,51
AL,F,2016,Alexis,50
AL,F,2016,Lauren,40
AL,F,2016,Ashley,14
AL,F,2017,Madison,135
