FIPS,State,county,Cpub2023,Cpub2018,Lpopdens2021,age,Lhisp2021,Lblack2021,SES21
01113,AL,Russell,0,0,3.583973037527082,37.1,1.9021075263969205,3.8110970868381857,-0.7968961954560976
01115,AL,St. Clair,2,2,3.996896009390461,40.5,1.252762968495368,2.3513752571634776,-0.05326641511952504
01117,AL,Shelby,3,3,4.6663164238701285,39.7,1.916922612182061,2.5952547069568657,1.7680413145740124
01119,AL,Sumter,1,1,1.836830074083488,35.8,0.7884573603642703,4.278054044290903,-1.1953426212960725
01121,AL,Talladega,1,1,3.751024327060261,41.7,1.2237754316221157,3.4995332823830174,-0.7895719853256022
01123,AL,Tallapoosa,3,3,3.0820151162415343,45.1,1.252762968495368,3.332204510175204,-0.5167723846933571
01125,AL,Tuscaloosa,2,2,4.174234527197271,33.6,1.589235205116581,3.502549875922443,0.5636166435879677
01127,AL,Walker,1,1,3.47387450185822,41.7,1.308332819650179,1.9315214116032136,-0.9580081171674536
01129,AL,Washington,1,1,1.875475923200731,43.9,0.7419373447293773,3.210843653170937,-0.9367473792313148
01131,AL,Wilcox,1,1,1.7132531283396069,40.8,0.4054651081081644,4.273884476054178,-1.6489813274198288
01133,AL,Winston,1,1,2.737692932190263,45.4,1.4350845252893227,0.6418538861723947,-1.0826451492913385
02013,AK,Aleutians East Borough,0,0,0.08402313952904897,43.2,2.4423470353692043,1.029619417181158,-0.18148638025619923
02016,AK,Aleutians West Census Area,0,0,0.1341994923243679,39.4,2.3702437414678603,1.5040773967762742,0.3957360924945399
02020,AK,Anchorage Municipality,3,5,4.077924546389302,34.3,2.3513752571634776,1.824549292051046,1.6275963074110846
02050,AK,Bethel Census Area,0,0,0.14575579075629913,28.6,1.1314021114911006,0.6418538861723947,-0.8744318796836423
02060,AK,Bristol Bay Borough,0,0,0.3265980521932619,39.9,2.624668592163159,0.4700036292457356,0.7721221292063457
02068,AK,Denali Borough,0,0,0.06453609922917779,45.3,0.4700036292457356,0.7884573603642703,2.07547916766607
02070,AK,Dillingham Census Area,0,0,0.08772904633504873,30.4,1.4586150226995167,0.8329091229351039,-0.13667069936933415
02090,AK,Fairbanks North Star Borough,1,1,1.7992349529478848,31.9,2.2300144001592104,1.667706820558076,1.352321225835845
02100,AK,Haines Borough,1,1,0.25855205785186997,41.8,2.028148247292285,0,1.192417136162021
02105,AK,Hoonah-Angoon Census Area,0,0,0.08974498673811916,50.7,2.388762789235098,1.0647107369924282,0.7103588597841912
02110,AK,Juneau City and Borough,2,2,1.5737280247354186,38.6,2.0794415416798357,0.6931471805599453,2.0057103659239557
02122,AK,Kenai Peninsula Borough,3,4,0.6507537995168942,41.4,1.6863989535702288,0.4700036292457356,1.039041511878698
02130,AK,Ketchikan Gateway Borough,1,1,0.5927461575598469,40.3,1.9021075263969205,0.5877866649021191,1.2713671803820006
02150,AK,Kodiak Island Borough,1,1,0.3506427464311919,35.2,2.2925347571405443,0.6418538861723947,0.8272843584988652
02158,AK,Kusilvak Census Area,0,0,0.1519272343856263,24,0.6931471805599453,0,-2.747858613699783
02164,AK,Lake and Peninsula Borough,0,0,0.01117838530892117,33.2,0.09531017980432492,1.1631508098056809,-0.2805297347059551
02170,AK,Matanuska-Susitna Borough,1,1,0.967820626619008,35.9,1.8562979903656265,0.8329091229351039,1.0486776336473025
02180,AK,Nome Census Area,1,1,0.12877508163688958,29,1.0986122886681098,0.6418538861723947,0.07356776886801064
02185,AK,North Slope Borough,0,0,0.0432874577456706,33.5,1.6094379124341005,0.5877866649021191,0.4126938659348958
02188,AK,Northwest Arctic Borough,0,0,0.07130900441451037,28.7,1.252762968495368,0.7419373447293773,-0.21948644525080763
02195,AK,Petersburg Borough,0,1,0.29285851924331763,49,1.9021075263969205,0.6931471805599453,0.6901513247572146
02198,AK,Prince of Wales-Hyder Census Area,0,0,0.18922547512542845,43,1.547562508716013,0.26236426446749106,0.3745777702008685
02220,AK,Sitka City and Borough,1,1,0.5205872280323106,39.2,2.0918640616783932,0.4054651081081644,1.3003664646821025
02230,AK,Skagway Municipality,0,0,0.7668529421672611,40.5,1.5686159179138452,1.3609765531356006,0.33980253324160353
02240,AK,Southeast Fairbanks Census Area,1,1,0.10008862827874568,36.6,2.0918640616783932,0.5877866649021191,0.4722197071205302
02275,AK,Wrangell City and Borough,1,1,0.2151965193247416,45.1,1.791759469228055,0.09531017980432492,0.03770060801711965
02282,AK,Yakutat City and Borough,0,0,0.02340668747141578,37.2,2.501435951739211,1.4350845252893227,0.23746598925282653
02290,AK,Yukon-Koyukuk Census Area,0,0,0.01408630313501116,35.6,1.308332819650179,0.09531017980432492,-1.1100535730896697
04001,AZ,Apache,1,3,1.1901656632530404,35.5,2.0541237336955462,0.5877866649021191,-1.7987132005535602
04003,AZ,Cochise,5,5,2.171255023490867,41.2,3.6027767550605247,1.4586150226995167,0.04183758847309037
04005,AZ,Coconino,4,4,1.3860031044219463,31.5,2.747270914255491,0.8754687373538999,0.8764670414183343
04007,AZ,Gila,3,4,1.6648356773765631,50.3,3.005682604407159,0.5306282510621704,-0.13451778696785127
04009,AZ,Graham,1,1,1.428866974974353,33.8,3.535145354171894,1.0986122886681098,-0.46637974011938055
04011,AZ,Greenlee,1,1,1.0966773103346923,35.9,3.8897773964808264,1.0647107369924282,-0.02527231583671546
04012,AZ,La Paz,1,1,0.8927714388533489,57.1,3.3775875160230218,0.3364722366212129,-1.4608409233436244
04013,AZ,Maricopa,22,22,5.2136516930272565,36.9,3.481240089335692,1.840549633397487,0.7772793185045865
04015,AZ,Mohave,3,3,1.9544516975962376,52.3,2.9014215940827497,0.6931471805599453,-0.5920389983928143
04017,AZ,Navajo,2,2,1.635733779200553,38.3,2.549445170925571,0.5877866649021191,-0.8034365043706377
04019,AZ,Pima,7,8,3.7951138068869263,38.9,3.6635616461296463,1.4350845252893227,0.5547855877566689
04021,AZ,Pinal,8,8,3.440947796777843,39.8,3.462606009790799,1.6863989535702288,0.1384684016979561
04023,AZ,Santa Cruz,1,1,2.760605408240706,37.2,4.4331949212482815,0.26236426446749106,-0.8845314620941067
04025,AZ,Yavapai,8,5,2.4937464161062657,54.2,2.772588722239781,0.4700036292457356,0.5566060532451733
04027,AZ,Yuma,1,1,2.7211518312155656,34.8,4.185098925490565,0.9555114450274363,-1.1852134438410549
05001,AR,Arkansas,1,2,2.0042330838847837,41.4,1.547562508716013,3.2846635654062037,-0.5379637767608545
05003,AR,Ashley,2,2,2.1915818112998755,42.6,1.9315214116032136,3.254242968705492,-1.3138686391541183
05005,AR,Baxter,1,1,3.342671133793454,51.8,1.2809338454620642,0.26236426446749106,-0.44056987065268544
05007,AR,Benton,3,3,4.809857257529554,35.6,2.89591193827178,1.029619417181158,0.8943288472208722
05009,AR,Boone,1,1,3.219512886574049,42.2,1.308332819650179,0.1823215567939546,-0.4477988503247912
05011,AR,Bradley,1,1,1.983384391371003,40.6,2.8273136219290276,3.3068867021909143,-1.288607083368048
05013,AR,Calhoun,1,1,1.370470394438727,44.1,1.7047480922384253,3.139832617527748,-0.3973711108040522
05015,AR,Carroll,2,2,2.891444852267875,45.1,2.791165107812717,0.26236426446749106,-0.500784364821075
05017,AR,Chicot,2,2,1.9187256419952412,42.9,1.9600947840472696,4.000033882750859,-1.6225028226344862
05019,AR,Clark,1,3,2.3448657095843353,32.3,1.7749523509116738,3.2308043957334744,0.0675265480210328
05021,AR,Clay,2,2,2.285050995459805,42.5,0.5877866649021191,0.4700036292457356,-1.3172471726387125
05023,AR,Cleburne,1,1,2.8450285809669076,49.3,1.2809338454620642,0.26236426446749106,-0.5992291182023168
05025,AR,Cleveland,1,1,1.778373008583,42.2,0,2.740840023925201,0.00999092196637779
05027,AR,Columbia,1,1,2.530030407376965,35.4,1.3609765531356006,3.605497845174886,-0.6049379029069847
05029,AR,Conway,1,1,2.7146610766649957,42.4,1.6486586255873816,2.4159137783010487,-0.5883563594644525
05031,AR,Craighead,1,1,4.103057262459395,34.3,1.840549633397487,2.797281334830153,0.07574707290885549
05033,AR,Crawford,1,2,3.677373678724973,39.2,2.2192034840549946,0.8754687373538999,-0.34035929317853386
05035,AR,Crittenden,1,1,3.3999373368337937,35.4,1.33500106673234,3.919991175077323,-0.7083316371881054
05037,AR,Cross,1,1,2.443033764077673,40.9,1.1314021114911006,2.8154087194227095,-1.1437281076916634
05039,AR,Dallas,1,1,1.5770885417728835,44.6,0.7419373447293773,3.788724789083653,-1.47409811929187
05041,AR,Desha,2,2,1.8683581083082077,40.5,2.0412203288596382,3.8958936234982624,-1.8860120636283515
05043,AR,Drew,1,1,2.2069730737700635,37.4,1.5686159179138452,3.3945083935113587,-0.3892542394681371
05045,AR,Faulkner,1,1,4.285289480702337,33.5,1.667706820558076,2.5416019934645457,0.6595722409239161
05047,AR,Franklin,2,2,2.4581745961667254,41.2,1.4816045409242156,0.5877866649021191,-1.454295186419035
05049,AR,Fulton,1,2,2.1414524771521664,47.9,0.4054651081081644,0.26236426446749106,-1.4313893880047102
05051,AR,Garland,1,1,3.977865288634077,45,1.9459101490553132,2.2192034840549946,0.11148926108736762
05053,AR,Grant,1,1,2.478677175467528,39.9,1.3862943611198906,1.1631508098056809,0.2623547808000767
05055,AR,Greene,1,1,3.4478143177460856,37.5,1.3862943611198906,1.2237754316221157,-0.34142526020529407
05057,AR,Hempstead,1,2,2.4513971424356176,41,2.6602595372658615,3.4404180948154366,-1.1481028649804192
05059,AR,Hot Spring,1,1,3.0698359935294937,41.6,1.547562508716013,2.493205452602695,-0.4212006234897234
05061,AR,Howard,1,1,2.2363376762991924,39.5,2.653241964607215,3.068052935133617,-1.038651402709701
05063,AR,Independence,1,2,2.9914482715879056,39.4,2.066862759472976,1.029619417181158,-0.5634057403609142
05065,AR,Izard,3,3,2.305420587544271,47.5,1.2809338454620642,0.6418538861723947,-0.9145087343873112
05067,AR,Jackson,1,1,2.4122764901224194,40.4,1.410986973710262,2.4765384001174837,-1.3213806575071838
05069,AR,Jefferson,1,2,3.392685665596729,39.6,1.1939224684724346,4.037774210733707,-0.4661553487854926
05071,AR,Johnson,1,1,2.746876676308597,38,2.7212954278522306,0.9555114450274363,-1.3835711105808826
05073,AR,Lafayette,1,1,1.7058270918438951,47,1.4350845252893227,3.594568774642695,-1.924973545275039
05075,AR,Lawrence,1,1,2.4527280963677445,39.8,0.9932517730102834,0.8329091229351039,-1.0863825225904993
05077,AR,Lee,1,1,1.8688922218544848,41.7,1.308332819650179,4.021773869387265,-2.182307845443794
05079,AR,Lincoln,1,2,2.289679178617808,39.2,1.667706820558076,3.4307561839036995,-1.4690766916208842
05081,AR,Little River,0,1,2.2295585653655507,42,1.029619417181158,3.0587070727153796,-0.07424636038032766
05083,AR,Logan,1,2,2.5068229731317313,43,1.410986973710262,0.8754687373538999,-0.8864464592821302
05085,AR,Lonoke,2,4,3.59674555065305,36.8,1.7404661748405046,1.8870696490323795,0.17305279023307074
05087,AR,Madison,1,1,2.1527525402837906,41.9,1.9459101490553132,0.09531017980432492,-1.0100030552520924
05089,AR,Marion,1,1,2.4070215160758077,51.7,1.2237754316221157,0.5877866649021191,-0.9742771888819524
05091,AR,Miller,1,1,3.2934646601645055,40.1,1.5260563034950492,3.277144732992177,-0.6425026258044533
05093,AR,Mississippi,1,3,2.8930026309815773,36.6,1.7227665977411035,3.5779478934066544,-1.0906580675367628
05095,AR,Monroe,1,1,1.6658415991491304,45.5,0.26236426446749106,3.7819143200811256,-1.4193694759947422
05097,AR,Montgomery,1,1,1.631147545290238,50.4,1.7047480922384253,0.4054651081081644,-1.046601927059144
05099,AR,Nevada,0,1,1.8226112021586724,45,0,3.591817741270805,-1.178585347710063
05101,AR,Newton,1,1,1.4914137074473592,48.5,0.7419373447293773,0.09531017980432492,-0.8539381108238069
05103,AR,Ouachita,1,1,2.5595915551805755,44.2,1.252762968495368,3.7612001156935624,-0.8226830762530868
05105,AR,Perry,1,1,2.069806345518953,43.8,1.410986973710262,1.252762968495368,-0.4601690674228483
05107,AR,Phillips,1,1,2.300836242326786,39.3,1.0986122886681098,4.162003210695915,-1.7277750192978512
05109,AR,Pike,1,2,2.0063177616778423,43.4,2.0412203288596382,1.6094379124341005,-0.7457801517635313
05111,AR,Poinsett,1,2,2.5444222577684776,40,1.4816045409242156,1.62924053973028,-1.63641705788805
05113,AR,Polk,1,1,2.2748946811731714,44.3,2.028148247292285,0.3364722366212129,-0.7683794505811851
05115,AR,Pope,1,2,3.4138225215248608,36.1,2.3513752571634776,1.2237754316221157,-0.4382701351685022
05117,AR,Prairie,1,2,1.7486914835599223,45.7,1.0986122886681098,2.4849066497880004,-0.709709992090033
05119,AR,Pulaski,2,6,5.253878044755302,37.6,1.9878743481543455,3.6402142821326553,0.6668857334602941
05121,AR,Randolph,1,1,2.472816427365627,39,1.2237754316221157,0.6931471805599453,-1.0994810746217898
05123,AR,St. Francis,1,1,2.721009617999907,38.8,1.8718021769015911,3.992680908445601,-1.698289507788725
05125,AR,Saline,2,2,4.184312992148887,39.8,1.824549292051046,2.1972245773362196,0.7923323728947271
05127,AR,Scott,2,2,1.6614083988243211,41.4,2.1972245773362196,1.3609765531356006,-1.560804514724127
05129,AR,Searcy,1,1,1.7133936630459716,48.3,1.33500106673234,0.3364722366212129,-1.4160227869419717
05131,AR,Sebastian,2,2,4.519214535078644,37.8,2.760009940032921,1.9459101490553132,-0.3523269156850335
05133,AR,Sevier,1,1,2.4575655342815192,35.2,3.5553480614894135,1.3609765531356006,-1.6250551538986993
05135,AR,Sharp,0,1,2.4827841750921267,47.1,1.252762968495368,0.6931471805599453,-1.562779485659231
05137,AR,Stone,1,1,2.1782876566693665,49.7,1.0647107369924282,0.09531017980432492,-1.4347589528752187
05139,AR,Union,1,1,2.7320570867517864,41.4,1.62924053973028,3.5145260669691587,-0.5028163333603402
05141,AR,Van Buren,2,2,2.246439703776369,49,1.4586150226995167,0.5306282510621704,-0.9900790447981856
05143,AR,Washington,3,3,4.5995795258012935,32.4,2.9014215940827497,1.4816045409242156,0.15372219577413104
05145,AR,White,2,2,3.38638573049844,37.6,1.7227665977411035,1.6863989535702288,-0.4806492040633743
05147,AR,Woodruff,1,1,1.6323355747443689,45.5,0.4054651081081644,3.380994674344636,-0.9424567741786274
05149,AR,Yell,2,2,2.234705784677787,39.8,3.086486636822455,0.9932517730102834,-1.1312971037942383
06001,CA,Alameda,12,9,6.669048608888647,38,3.152736022363656,2.388762789235098,1.83020484409874
06003,CA,Alpine,0,0,0.5295902174823001,48.2,2.7536607123542622,0.4700036292457356,1.5919214351816908
06005,CA,Amador,1,1,3.278951097202133,49.7,2.766319109226186,1.1939224684724346,0.4943147919962062
06007,CA,Butte,5,5,3.9349648960782058,36.6,2.91235066461494,1.029619417181158,0.5176059634293083
06009,CA,Calaveras,1,1,2.8840079798410714,52.3,2.6461747973841225,0.6931471805599453,0.5408149401025117
06011,CA,Colusa,2,1,2.1129079875574504,35.6,4.119037174812473,0.8329091229351039,-1.160939223710729
06013,CA,Contra Costa,5,5,6.325996142531829,39.9,3.3032169733019514,2.2300144001592104,1.71919259549915
06015,CA,Del Norte,1,1,2.2703994890296935,40.1,3.068052935133617,1.3609765531356006,-0.5694529664223228
